No.,측정일시,URL,사이트명,페이지상세,네트워크,Performance Score,상태,FCP (초),LCP (초),TBT (ms),Speed Index,측정시간,주요 문제점,개선 제안
483,2025. 12. 22 오전 10:00:59,https://madamjoo.store/299/?idx=5293,마담주,상품상세,Mobile 4G,27,개선 필요,8.25,44.93,2181,16.47,51초,"자바스크립트 줄이기, 효율적인 캐시 수명 사용, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, CSS 축소하기, 최대 첫 입력 지연 예상 시간","자바스크립트 줄이기: 예상 절감 용량: 295KiB | 효율적인 캐시 수명 사용: 예상 절감 용량: 10,620KiB | CSS 축소하기: 예상 절감 용량: 52KiB"
484,2025. 12. 22 오전 10:00:59,https://koreanssan.com/,대한민국농수산,홈,Mobile 4G,31,개선 필요,15.68,20.55,1221,15.68,45초,"자바스크립트 줄이기, Largest Contentful Paint, 효율적인 캐시 수명 사용, Time to Interactive, 사용하지 않는 CSS 줄이기","자바스크립트 줄이기: 예상 절감 용량: 281KiB | Largest Contentful Paint: 20.6 초 | 효율적인 캐시 수명 사용: 예상 절감 용량: 7,074KiB"
485,2025. 12. 22 오전 10:14:06,https://koreanssan.com/market,대한민국농수산,상품목록,Mobile 4G,0,실패,-,-,-,-,88초,HTTP 500,다시 시도 필요
486,2025. 12. 22 오전 10:14:06,https://koreanssan.com/shop_view/?idx=395,대한민국농수산,상품상세,Mobile 4G,24,개선 필요,15.23,17.93,1990,19.13,52초,"LCP 요청 탐색, Cumulative Layout Shift, 네트워크 종속 항목 트리, CSS 축소하기, 이미지 전송 개선","Cumulative Layout Shift: 0.107 | CSS 축소하기: 예상 절감 용량: 64KiB | 이미지 전송 개선: 예상 절감 용량: 1,227KiB"
487,2025. 12. 22 오전 10:14:06,https://stenny.kr/,스테니,홈,Mobile 4G,33,개선 필요,8.63,36.46,1053,14.09,40초,"Total Blocking Time, 네트워크 종속 항목 트리, CSS 축소하기, 사용하지 않는 자바스크립트 줄이기, 글꼴 표시","Total Blocking Time: 1,050 밀리초 | CSS 축소하기: 예상 절감 용량: 55KiB | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 920KiB"
488,2025. 12. 22 오전 10:14:06,https://stenny.kr/store,스테니,상품목록,Mobile 4G,35,개선 필요,9.53,32.36,843,13.34,33초,"강제 실행된 리플로우, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, Speed Index, 글꼴 표시, 레거시 JavaScript",Speed Index: 13.3 초 | 글꼴 표시: 예상 절감 시간: 610밀리초 | 레거시 JavaScript: 예상 절감 용량: 43KiB
489,2025. 12. 22 오전 10:14:06,https://stenny.kr/shop_view/?idx=180,스테니,상품상세,Mobile 4G,37,개선 필요,7.95,40.05,741,19.45,40초,"글꼴 표시, Largest Contentful Paint, 효율적인 캐시 수명 사용, LCP 분석, Total Blocking Time","글꼴 표시: 예상 절감 시간: 20밀리초 | Largest Contentful Paint: 40.1 초 | 효율적인 캐시 수명 사용: 예상 절감 용량: 22,158KiB"
490,2025. 12. 22 오전 10:14:06,https://sleeplab.co.kr/,슬룸,홈,Mobile 4G,8,개선 필요,25.5,80.17,1220,43.22,41초,"Time to Interactive, 기본 스레드 작업 최소화하기, 레거시 JavaScript, 네트워크 페이로드가 커지지 않도록 관리하기, Cumulative Layout Shift",Time to Interactive: 107.8 초 | 기본 스레드 작업 최소화하기: 7.4 초 | 레거시 JavaScript: 예상 절감 용량: 81KiB
491,2025. 12. 22 오전 10:14:06,https://sleeplab.co.kr/all,슬룸,상품목록,Mobile 4G,29,개선 필요,17.4,61.58,1591,21.73,47초,"사용하지 않는 CSS 줄이기, 자바스크립트 실행 시간 단축, Total Blocking Time, CSS 축소하기, Time to Interactive","사용하지 않는 CSS 줄이기: 예상 절감 용량: 293KiB | 자바스크립트 실행 시간 단축: 4.8 초 | Total Blocking Time: 1,590 밀리초"
492,2025. 12. 22 오전 10:14:06,https://sleeplab.co.kr/all/?idx=63,슬룸,상품상세,Mobile 4G,25,개선 필요,15.53,70.43,3780,28.39,64초,"최대 첫 입력 지연 예상 시간, 레거시 JavaScript, 효율적인 캐시 수명 사용, First Contentful Paint, 강제 실행된 리플로우","최대 첫 입력 지연 예상 시간: 1,980 밀리초 | 레거시 JavaScript: 예상 절감 용량: 94KiB | 효율적인 캐시 수명 사용: 예상 절감 용량: 33,376KiB"
493,2025. 12. 22 오전 10:14:06,https://daybarrier.co.kr/,데이배리어,홈,Mobile 4G,2,개선 필요,24.75,61.05,2289,27.56,48초,"사용하지 않는 자바스크립트 줄이기, 레거시 JavaScript, 자바스크립트 실행 시간 단축, Largest Contentful Paint, 렌더링 차단 요청","사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 1,226KiB | 레거시 JavaScript: 예상 절감 용량: 64KiB | 자바스크립트 실행 시간 단축: 4.2 초"
494,2025. 12. 22 오전 10:14:06,https://daybarrier.co.kr/all,데이배리어,상품목록,Mobile 4G,8,개선 필요,16.8,52.2,1043,19.37,40초,"글꼴 표시, Speed Index, 자바스크립트 줄이기, Largest Contentful Paint, 이미지 전송 개선",글꼴 표시: 예상 절감 시간: 70밀리초 | Speed Index: 19.4 초 | 자바스크립트 줄이기: 예상 절감 용량: 250KiB
495,2025. 12. 22 오전 10:14:06,https://daybarrier.co.kr/shop/?idx=62,데이배리어,상품상세,Mobile 4G,3,개선 필요,21.45,140.26,2001,21.45,59초,"CSS 축소하기, First Contentful Paint, 렌더링 차단 요청, 네트워크 페이로드가 커지지 않도록 관리하기, 레거시 JavaScript","CSS 축소하기: 예상 절감 용량: 40KiB | First Contentful Paint: 21.5 초 | 렌더링 차단 요청: 예상 절감 시간: 21,030밀리초"
496,2025. 12. 22 오전 10:14:06,https://kidzplan.kr/,키즈플랜,홈,Mobile 4G,55,보통,13.35,41.87,65,15.03,34초,"기본 스레드 작업 최소화하기, LCP 분석, 네트워크 종속 항목 트리, 이미지 전송 개선, 네트워크 페이로드가 커지지 않도록 관리하기","기본 스레드 작업 최소화하기: 3.5 초 | 이미지 전송 개선: 예상 절감 용량: 4,237KiB | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 9,380KiB"
497,2025. 12. 22 오전 10:14:06,https://kidzplan.kr/15,키즈플랜,상품목록,Mobile 4G,55,보통,13.13,28.05,66,13.13,27초,"효율적인 캐시 수명 사용, Largest Contentful Paint, 기본 스레드 작업 최소화하기, 렌더링 차단 요청, Speed Index","효율적인 캐시 수명 사용: 예상 절감 용량: 3,775KiB | Largest Contentful Paint: 28.1 초 | 기본 스레드 작업 최소화하기: 2.1 초"
498,2025. 12. 22 오전 10:14:06,https://kidzplan.kr/15/?idx=1,키즈플랜,상품상세,Mobile 4G,42,개선 필요,26.48,50.85,514,26.48,36초,"사용하지 않는 CSS 줄이기, 기본 스레드 작업 최소화하기, 효율적인 캐시 수명 사용, 강제 실행된 리플로우, 자바스크립트 줄이기","사용하지 않는 CSS 줄이기: 예상 절감 용량: 324KiB | 기본 스레드 작업 최소화하기: 5.7 초 | 효율적인 캐시 수명 사용: 예상 절감 용량: 9,483KiB"
499,2025. 12. 22 오전 10:14:06,https://www.nuzam.co.kr/,누잠,홈,Mobile 4G,28,개선 필요,6.6,34.43,1911,21.87,53초,"Total Blocking Time, 사용하지 않는 CSS 줄이기, 강제 실행된 리플로우, 기본 스레드 작업 최소화하기, CSS 축소하기","Total Blocking Time: 1,910 밀리초 | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 573KiB | 기본 스레드 작업 최소화하기: 11.2 초"
500,2025. 12. 22 오전 10:27:57,https://www.nuzam.co.kr/online-shop,누잠,상품목록,Mobile 4G,39,개선 필요,4.3,27.15,503,12.45,36초,"레거시 JavaScript, 기본 스레드 작업 최소화하기, First Contentful Paint, 네트워크 페이로드가 커지지 않도록 관리하기, 렌더링 차단 요청",레거시 JavaScript: 예상 절감 용량: 42KiB | 기본 스레드 작업 최소화하기: 4.9 초 | First Contentful Paint: 4.3 초
501,2025. 12. 22 오전 10:27:57,https://www.nuzam.co.kr/shop_view/?idx=2526,누잠,상품상세,Mobile 4G,28,개선 필요,11.1,74.7,1826,25.56,55초,"글꼴 표시, 자바스크립트 줄이기, 네트워크 페이로드가 커지지 않도록 관리하기, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, 네트워크 종속 항목 트리","글꼴 표시: 예상 절감 시간: 230밀리초 | 자바스크립트 줄이기: 예상 절감 용량: 367KiB | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 24,268KiB"
502,2025. 12. 22 오전 10:27:57,https://lenssis-ko.com/,렌시스,홈,Mobile 4G,34,개선 필요,8.25,40.26,824,16.33,47초,"자바스크립트 줄이기, 강제 실행된 리플로우, LCP 분석, Speed Index, 자바스크립트 실행 시간 단축",자바스크립트 줄이기: 예상 절감 용량: 243KiB | Speed Index: 16.3 초 | 자바스크립트 실행 시간 단축: 3.7 초
503,2025. 12. 22 오전 10:27:57,https://lenssis-ko.com/251,렌시스,상품목록,Mobile 4G,34,개선 필요,12.15,30,910,12.7,36초,"기본 스레드 작업 최소화하기, 렌더링 차단 요청, LCP 분석, 강제 실행된 리플로우, Largest Contentful Paint","기본 스레드 작업 최소화하기: 5.0 초 | 렌더링 차단 요청: 예상 절감 시간: 12,100밀리초 | Largest Contentful Paint: 30.0 초"
504,2025. 12. 22 오전 10:27:57,https://lenssis-ko.com/251/?idx=304,렌시스,상품상세,Mobile 4G,29,개선 필요,12.15,52.2,1573,18.16,39초,"CSS 축소하기, 레거시 JavaScript, 효율적인 캐시 수명 사용, 네트워크 페이로드가 커지지 않도록 관리하기, 기본 스레드 작업 최소화하기","CSS 축소하기: 예상 절감 용량: 29KiB | 레거시 JavaScript: 예상 절감 용량: 47KiB | 효율적인 캐시 수명 사용: 예상 절감 용량: 32,777KiB"
505,2025. 12. 22 오전 10:27:57,https://miraclesydney.co.kr/,미라클 시드니,홈,Mobile 4G,3,개선 필요,8.03,24.9,1932,16.05,45초,"Largest Contentful Paint, 효율적인 캐시 수명 사용, 최대 첫 입력 지연 예상 시간, 자바스크립트 실행 시간 단축, LCP 요청 탐색","Largest Contentful Paint: 24.9 초 | 효율적인 캐시 수명 사용: 예상 절감 용량: 7,331KiB | 최대 첫 입력 지연 예상 시간: 320 밀리초"
506,2025. 12. 22 오전 10:27:57,https://miraclesydney.co.kr/all,미라클 시드니,상품목록,Mobile 4G,32,개선 필요,5.78,10.88,1209,18.3,44초,"이미지 전송 개선, 기본 스레드 작업 최소화하기, 레거시 JavaScript, Total Blocking Time, 네트워크 페이로드가 커지지 않도록 관리하기",이미지 전송 개선: 예상 절감 용량: 221KiB | 기본 스레드 작업 최소화하기: 5.8 초 | 레거시 JavaScript: 예상 절감 용량: 43KiB
507,2025. 12. 22 오전 10:27:57,https://miraclesydney.co.kr/shop_view/?idx=1,미라클 시드니,상품상세,Mobile 4G,2,개선 필요,9.83,36.6,2187,26.54,54초,"대규모 레이아웃 변경 피하기, 글꼴 표시, 최대 첫 입력 지연 예상 시간, 네트워크 종속 항목 트리, Cumulative Layout Shift",대규모 레이아웃 변경 피하기: 레이아웃 변경 15건 발견 | 글꼴 표시: 예상 절감 시간: 60밀리초 | 최대 첫 입력 지연 예상 시간: 480 밀리초
508,2025. 12. 22 오전 10:27:57,https://www.rangcompany.com/,랑컴퍼니,홈,Mobile 4G,6,개선 필요,4.68,100.23,1866,14.95,37초,"강제 실행된 리플로우, 기본 스레드 작업 최소화하기, 효율적인 캐시 수명 사용, 레이아웃 변경 원인, 여러 차례의 페이지 리디렉션 피하기","기본 스레드 작업 최소화하기: 4.4 초 | 효율적인 캐시 수명 사용: 예상 절감 용량: 33,595KiB | 여러 차례의 페이지 리디렉션 피하기: 예상 절감 시간: 780밀리초"
509,2025. 12. 22 오전 10:27:57,https://www.rangcompany.com/products,랑컴퍼니,상품목록,Mobile 4G,38,개선 필요,5.06,18.87,912,7.69,39초,"Speed Index, Total Blocking Time, 글꼴 표시, Largest Contentful Paint, LCP 분석",Speed Index: 7.7 초 | Total Blocking Time: 910 밀리초 | 글꼴 표시: 예상 절감 시간: 50밀리초
510,2025. 12. 22 오전 10:27:57,https://www.rangcompany.com/products/?idx=398,랑컴퍼니,상품상세,Mobile 4G,30,개선 필요,6.11,27.61,1411,12,35초,"문서 요청 지연 시간, Largest Contentful Paint, Time to Interactive, Speed Index, 자바스크립트 실행 시간 단축",문서 요청 지연 시간: 예상 절감 시간: 320밀리초 | Largest Contentful Paint: 27.6 초 | Time to Interactive: 30.8 초
511,2025. 12. 22 오전 10:27:57,https://getvenus.co.kr/,겟비너스,홈,Mobile 4G,3,개선 필요,25.28,57.76,1981,25.28,35초,"대규모 레이아웃 변경 피하기, 글꼴 표시, Total Blocking Time, 이미지 전송 개선, 레거시 JavaScript","대규모 레이아웃 변경 피하기: 레이아웃 변경 3건 발견 | 글꼴 표시: 예상 절감 시간: 110밀리초 | Total Blocking Time: 1,980 밀리초"
512,2025. 12. 22 오전 10:27:57,https://getvenus.co.kr/shopping,겟비너스,상품목록,Mobile 4G,3,개선 필요,28.96,54.01,2064,28.96,40초,"이미지 전송 개선, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, 사용하지 않는 CSS 줄이기, Speed Index, LCP 요청 탐색",이미지 전송 개선: 예상 절감 용량: 927KiB | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 343KiB | Speed Index: 29.0 초
513,2025. 12. 22 오전 10:27:57,https://getvenus.co.kr/shop/?idx=206,겟비너스,상품상세,Mobile 4G,2,개선 필요,17.18,76.49,2560,18.91,55초,"이미지 전송 개선, 자바스크립트 실행 시간 단축, Largest Contentful Paint, 기본 스레드 작업 최소화하기, 레이아웃 변경 원인","이미지 전송 개선: 예상 절감 용량: 6,464KiB | 자바스크립트 실행 시간 단축: 7.0 초 | Largest Contentful Paint: 76.5 초"
514,2025. 12. 22 오전 10:27:57,https://researchers.kr/,리서쳐스,홈,Mobile 4G,30,개선 필요,27,75.6,73,27,35초,"강제 실행된 리플로우, 네트워크 종속 항목 트리, 이미지 전송 개선, 사용하지 않는 CSS 줄이기, Cumulative Layout Shift","이미지 전송 개선: 예상 절감 용량: 1,377KiB | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 579KiB | Cumulative Layout Shift: 1"
515,2025. 12. 22 오전 10:40:49,https://researchers.kr/all,리서쳐스,상품목록,Mobile 4G,31,개선 필요,30.27,54.97,14,30.27,33초,"사용하지 않는 자바스크립트 줄이기, Largest Contentful Paint, LCP 요청 탐색, 렌더링 차단 요청, Time to Interactive","사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 733KiB | Largest Contentful Paint: 55.0 초 | 렌더링 차단 요청: 예상 절감 시간: 32,230밀리초"
516,2025. 12. 22 오전 10:40:49,https://researchers.kr/shop/?idx=71,리서쳐스,상품상세,Mobile 4G,4,개선 필요,29.4,140.25,1518,29.4,51초,"CSS 축소하기, Time to Interactive, 사용하지 않는 CSS 줄이기, 렌더링 차단 요청, 자바스크립트 줄이기",CSS 축소하기: 예상 절감 용량: 56KiB | Time to Interactive: 146.8 초 | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 545KiB
517,2025. 12. 22 오전 10:40:49,https://biocom.kr/,바이오컴,홈,Mobile 4G,35,개선 필요,21,41.85,890,23.63,44초,"렌더링 차단 요청, 강제 실행된 리플로우, 이미지 전송 개선, 네트워크 페이로드가 커지지 않도록 관리하기, LCP 요청 탐색","렌더링 차단 요청: 예상 절감 시간: 20,970밀리초 | 이미지 전송 개선: 예상 절감 용량: 7,657KiB | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 25,725KiB"
518,2025. 12. 22 오전 10:40:49,https://biocom.kr/all_supplements,바이오컴,상품목록,Mobile 4G,28,개선 필요,4.58,50.4,2565,12.49,45초,"강제 실행된 리플로우, 최대 첫 입력 지연 예상 시간, 이미지 전송 개선, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, 글꼴 표시","최대 첫 입력 지연 예상 시간: 860 밀리초 | 이미지 전송 개선: 예상 절감 용량: 8,375KiB | 글꼴 표시: 예상 절감 시간: 10밀리초"
519,2025. 12. 22 오전 10:40:49,https://biocom.kr/all_supplements/?idx=97,바이오컴,상품상세,Mobile 4G,26,개선 필요,9.45,63.45,3037,21.93,55초,"Speed Index, 자바스크립트 줄이기, Largest Contentful Paint, 레거시 JavaScript, 사용하지 않는 CSS 줄이기",Speed Index: 21.9 초 | 자바스크립트 줄이기: 예상 절감 용량: 367KiB | Largest Contentful Paint: 63.5 초
520,2025. 12. 22 오전 10:40:49,https://viabello.co.kr/,비아벨로,홈,Mobile 4G,55,보통,24.68,126.16,11,24.68,39초,"Time to Interactive, First Contentful Paint, 렌더링 차단 요청, 기본 스레드 작업 최소화하기, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다","Time to Interactive: 132.4 초 | First Contentful Paint: 24.7 초 | 렌더링 차단 요청: 예상 절감 시간: 24,750밀리초"
521,2025. 12. 22 오전 10:40:49,https://viabello.co.kr/product,비아벨로,상품목록,Mobile 4G,55,보통,24.9,44.85,87,24.9,45초,"Speed Index, 네트워크 종속 항목 트리, 효율적인 캐시 수명 사용, LCP 분석, 레거시 JavaScript","Speed Index: 24.9 초 | 효율적인 캐시 수명 사용: 예상 절감 용량: 7,579KiB | 레거시 JavaScript: 예상 절감 용량: 43KiB"
522,2025. 12. 22 오전 10:40:49,https://viabello.co.kr/shop/?idx=190,비아벨로,상품상세,Mobile 4G,33,개선 필요,27.23,68.85,952,27.23,47초,"CSS 축소하기, 자바스크립트 줄이기, 이미지 전송 개선, 사용하지 않는 CSS 줄이기, 렌더링 차단 요청","CSS 축소하기: 예상 절감 용량: 38KiB | 자바스크립트 줄이기: 예상 절감 용량: 338KiB | 이미지 전송 개선: 예상 절감 용량: 16,032KiB"
523,2025. 12. 22 오전 10:40:49,https://www.homuro.co.kr/,호무로,홈,Mobile 4G,25,개선 필요,7.95,60.63,3668,34.63,92초,"Total Blocking Time, LCP 요청 탐색, 자바스크립트 실행 시간 단축, LCP 분석, Time to Interactive","Total Blocking Time: 3,670 밀리초 | 자바스크립트 실행 시간 단축: 9.3 초 | Time to Interactive: 61.9 초"
524,2025. 12. 22 오전 10:40:49,https://www.homuro.co.kr/all,호무로,상품목록,Mobile 4G,29,개선 필요,9.75,52.05,1488,19.69,50초,"사용하지 않는 CSS 줄이기, LCP 분석, 렌더링 차단 요청, CSS 축소하기, First Contentful Paint","사용하지 않는 CSS 줄이기: 예상 절감 용량: 492KiB | 렌더링 차단 요청: 예상 절감 시간: 9,140밀리초 | CSS 축소하기: 예상 절감 용량: 53KiB"
525,2025. 12. 22 오전 10:40:49,https://www.homuro.co.kr/all/?idx=579,호무로,상품상세,Mobile 4G,24,개선 필요,12,50.78,3432,24.64,58초,"효율적인 캐시 수명 사용, 네트워크 페이로드가 커지지 않도록 관리하기, Speed Index, 기본 스레드 작업 최소화하기, 사용하지 않는 자바스크립트 줄이기","효율적인 캐시 수명 사용: 예상 절감 용량: 30,336KiB | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 43,321KiB | Speed Index: 24.6 초"
526,2025. 12. 22 오전 10:40:49,https://mynormal.shop/,마이노멀,홈,Mobile 4G,1,개선 필요,12.9,62.55,2498,16.6,50초,"최대 첫 입력 지연 예상 시간, CSS 축소하기, 글꼴 표시, Time to Interactive, 이미지 전송 개선","최대 첫 입력 지연 예상 시간: 2,170 밀리초 | CSS 축소하기: 예상 절감 용량: 68KiB | 글꼴 표시: 예상 절감 시간: 70밀리초"
527,2025. 12. 22 오전 10:40:49,https://mynormal.shop/all-products,마이노멀,상품목록,Mobile 4G,10,개선 필요,12.53,15.9,915,20.58,73초,"Total Blocking Time, 자바스크립트 줄이기, Time to Interactive, 대규모 레이아웃 변경 피하기, First Contentful Paint",Total Blocking Time: 920 밀리초 | 자바스크립트 줄이기: 예상 절감 용량: 258KiB | Time to Interactive: 45.8 초
528,2025. 12. 22 오전 10:40:49,https://mynormal.shop/shop_view/?idx=369,마이노멀,상품상세,Mobile 4G,25,개선 필요,12.53,17.1,2398,22.25,57초,"효율적인 캐시 수명 사용, 네트워크 종속 항목 트리, Largest Contentful Paint, 기본 스레드 작업 최소화하기, 자바스크립트 줄이기","효율적인 캐시 수명 사용: 예상 절감 용량: 12,332KiB | Largest Contentful Paint: 17.1 초 | 기본 스레드 작업 최소화하기: 14.4 초"
529,2025. 12. 22 오전 10:40:49,https://dearlabs.kr/,디어랩스,홈,Mobile 4G,6,개선 필요,13.43,15.75,1238,23.01,44초,"자바스크립트 실행 시간 단축, LCP 분석, 강제 실행된 리플로우, 최대 첫 입력 지연 예상 시간, Total Blocking Time","자바스크립트 실행 시간 단축: 3.5 초 | 최대 첫 입력 지연 예상 시간: 2,290 밀리초 | Total Blocking Time: 1,240 밀리초"
530,2025. 12. 22 오전 10:56:35,https://dearlabs.kr/STORE-ALL,디어랩스,상품목록,Mobile 4G,4,개선 필요,7.58,32.5,1708,16.45,41초,"네트워크 페이로드가 커지지 않도록 관리하기, First Contentful Paint, 글꼴 표시, 자바스크립트 줄이기, 사용하지 않는 CSS 줄이기","네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 10,991KiB | First Contentful Paint: 7.6 초 | 글꼴 표시: 예상 절감 시간: 40밀리초"
531,2025. 12. 22 오전 10:56:35,https://dearlabs.kr/STORE-ALL/?idx=11,디어랩스,상품상세,Mobile 4G,1,개선 필요,7.58,10.8,3968,27.94,57초,"Total Blocking Time, CSS 축소하기, LCP 요청 탐색, 자바스크립트 줄이기, First Contentful Paint","Total Blocking Time: 3,970 밀리초 | CSS 축소하기: 예상 절감 용량: 48KiB | 자바스크립트 줄이기: 예상 절감 용량: 367KiB"
532,2025. 12. 22 오전 10:56:35,https://www.toxwell.co.kr/,톡스웰,홈,Mobile 4G,10,개선 필요,3.78,22.73,1643,12.82,44초,"사용하지 않는 CSS 줄이기, LCP 분석, 사용하지 않는 자바스크립트 줄이기, Cumulative Layout Shift, Time to Interactive","사용하지 않는 CSS 줄이기: 예상 절감 용량: 492KiB | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 1,249KiB | Cumulative Layout Shift: 0.533"
533,2025. 12. 22 오전 10:56:35,https://www.toxwell.co.kr/shop_view/?idx=31,톡스웰,상품상세,Mobile 4G,30,개선 필요,4.8,32.42,1498,16.72,42초,"Total Blocking Time, 자바스크립트 줄이기, 기본 스레드 작업 최소화하기, 사용하지 않는 CSS 줄이기, 글꼴 표시","Total Blocking Time: 1,500 밀리초 | 자바스크립트 줄이기: 예상 절감 용량: 367KiB | 기본 스레드 작업 최소화하기: 8.4 초"
534,2025. 12. 22 오전 10:56:35,https://seapuri.co.kr/,씨퓨리,홈,Mobile 4G,19,개선 필요,25.2,65.33,477,25.2,105초,"네트워크 페이로드가 커지지 않도록 관리하기, 네트워크 종속 항목 트리, LCP 요청 탐색, Cumulative Layout Shift, 최대 첫 입력 지연 예상 시간","네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 21,344KiB | Cumulative Layout Shift: 1 | 최대 첫 입력 지연 예상 시간: 150 밀리초"
535,2025. 12. 22 오전 10:56:35,https://seapuri.co.kr/all,씨퓨리,상품목록,Mobile 4G,27,개선 필요,26.1,58.73,221,26.1,40초,"자바스크립트 실행 시간 단축, LCP 분석, Speed Index, 네트워크 종속 항목 트리, Time to Interactive",자바스크립트 실행 시간 단축: 2.3 초 | Speed Index: 26.1 초 | Time to Interactive: 59.8 초
536,2025. 12. 22 오전 10:56:35,https://seapuri.co.kr/shop/?idx=192,씨퓨리,상품상세,Mobile 4G,2,개선 필요,26.7,107.26,2342,26.7,54초,"First Contentful Paint, 자바스크립트 줄이기, 기본 스레드 작업 최소화하기, 대규모 레이아웃 변경 피하기, 이미지 전송 개선",First Contentful Paint: 26.7 초 | 자바스크립트 줄이기: 예상 절감 용량: 335KiB | 기본 스레드 작업 최소화하기: 10.3 초
537,2025. 12. 23 오전 10:26:31,https://www.google.com,Google,홈,Mobile 4G,94,우수,1.95,2.1,209,2.87,12초,"Total Blocking Time, 네트워크 종속 항목 트리, 사용하지 않는 자바스크립트 줄이기, 최대 첫 입력 지연 예상 시간, 사용하지 않는 CSS 줄이기",Total Blocking Time: 210 밀리초 | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 317KiB | 최대 첫 입력 지연 예상 시간: 200 밀리초
538,2025. 12. 23 오전 10:26:31,https://www.naver.com,Naver,홈,Mobile 4G,41,개선 필요,4.35,21.17,656,9.43,35초,"레거시 JavaScript, 문서 요청 지연 시간, Speed Index, Total Blocking Time, 이미지 전송 개선",레거시 JavaScript: 예상 절감 용량: 167KiB | 문서 요청 지연 시간: 예상 절감 시간: 670밀리초 | Speed Index: 9.4 초
539,2025. 12. 23 오전 10:26:31,https://dr-piel.com/,닥터피엘,홈,Mobile 4G,3,개선 필요,18.3,39.45,1900,28.32,53초,"LCP 요청 탐색, 효율적인 캐시 수명 사용, Speed Index, 최대 첫 입력 지연 예상 시간, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다","효율적인 캐시 수명 사용: 예상 절감 용량: 21,402KiB | Speed Index: 28.3 초 | 최대 첫 입력 지연 예상 시간: 470 밀리초"
540,2025. 12. 23 오전 10:26:31,https://dr-piel.com/233,닥터피엘,상품목록,Mobile 4G,19,개선 필요,17.4,43.8,446,19.69,32초,"강제 실행된 리플로우, 레이아웃 변경 원인, LCP 요청 탐색, 렌더링 차단 요청, LCP 분석","렌더링 차단 요청: 예상 절감 시간: 18,000밀리초"
541,2025. 12. 23 오전 10:26:31,https://dr-piel.com/drpiel_total/?idx=190,닥터피엘,상품상세,Mobile 4G,3,개선 필요,22.8,96.23,1820,38.05,59초,"Time to Interactive, 사용하지 않는 CSS 줄이기, Cumulative Layout Shift, Largest Contentful Paint, 레거시 JavaScript",Time to Interactive: 114.2 초 | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 873KiB | Cumulative Layout Shift: 2
542,2025. 12. 23 오전 10:26:31,https://ilenol.com/,아이레놀,홈,Mobile 4G,51,보통,13.88,59.55,229,31.28,31초,"네트워크 페이로드가 커지지 않도록 관리하기, 사용하지 않는 자바스크립트 줄이기, 사용하지 않는 CSS 줄이기, Largest Contentful Paint, CSS 축소하기","네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 21,367KiB | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 1,359KiB | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 599KiB"
543,2025. 12. 23 오전 10:26:31,https://ilenol.com/allproduct,아이레놀,상품목록,Mobile 4G,42,개선 필요,13.95,38.55,467,14.07,39초,"렌더링 차단 요청, LCP 요청 탐색, 효율적인 캐시 수명 사용, 사용하지 않는 CSS 줄이기, First Contentful Paint","렌더링 차단 요청: 예상 절감 시간: 13,770밀리초 | 효율적인 캐시 수명 사용: 예상 절감 용량: 4,709KiB | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 506KiB"
544,2025. 12. 23 오전 10:26:31,https://ilenol.com/137/?idx=1429,아이레놀,상품상세,Mobile 4G,28,개선 필요,14.48,75.9,1725,42.15,228초,"효율적인 캐시 수명 사용, 렌더링 차단 요청, 최대 첫 입력 지연 예상 시간, 레거시 JavaScript, First Contentful Paint","효율적인 캐시 수명 사용: 예상 절감 용량: 10,779KiB | 렌더링 차단 요청: 예상 절감 시간: 13,030밀리초 | 최대 첫 입력 지연 예상 시간: 440 밀리초"
