No.,측정일시,URL,사이트명,페이지상세,네트워크,Performance Score,상태,FCP (초),LCP (초),TBT (ms),Speed Index,측정시간,주요 문제점,개선 제안
62,2025. 12. 15 오후 11:32:38,https://dearlabs.kr/STORE-ALL/?idx=11,디어랩스,상품상세,Mobile 4G,1,개선 필요,7.58,10.65,4586,16.72,57초,"렌더링 차단 요청, 레거시 JavaScript, 네트워크 종속 항목 트리, 네트워크 페이로드가 커지지 않도록 관리하기, 최대 첫 입력 지연 예상 시간","렌더링 차단 요청: 예상 절감 시간: 7,140밀리초 | 레거시 JavaScript: 예상 절감 용량: 112KiB | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 14,524KiB"
63,2025. 12. 15 오후 11:32:38,https://www.toxwell.co.kr/,톡스웰,홈,Mobile 4G,12,개선 필요,3.78,24.95,1256,12.37,41초,"Speed Index, LCP 분석, 글꼴 표시, 강제 실행된 리플로우, 네트워크 페이로드가 커지지 않도록 관리하기","Speed Index: 12.4 초 | 글꼴 표시: 예상 절감 시간: 580밀리초 | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 4,695KiB"
64,2025. 12. 15 오후 11:32:38,https://www.toxwell.co.kr/shop_view/?idx=31,톡스웰,상품상세,Mobile 4G,27,개선 필요,5.55,31.93,2785,16.79,56초,"이미지 전송 개선, 네트워크 종속 항목 트리, 네트워크 페이로드가 커지지 않도록 관리하기, 사용하지 않는 자바스크립트 줄이기, LCP 분석","이미지 전송 개선: 예상 절감 용량: 599KiB | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 7,881KiB | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 1,808KiB"
65,2025. 12. 15 오후 11:32:38,https://seapuri.co.kr/,씨퓨리,홈,Mobile 4G,30,개선 필요,25.2,59.55,98,25.2,44초,"강제 실행된 리플로우, CSS 축소하기, LCP 분석, 자바스크립트 실행 시간 단축, 사용하지 않는 CSS 줄이기",CSS 축소하기: 예상 절감 용량: 45KiB | 자바스크립트 실행 시간 단축: 2.0 초 | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 358KiB
66,2025. 12. 15 오후 11:32:38,https://seapuri.co.kr/all,씨퓨리,상품목록,Mobile 4G,22,개선 필요,25.73,54.89,349,25.73,43초,"사용하지 않는 CSS 줄이기, 네트워크 종속 항목 트리, Cumulative Layout Shift, 이미지 전송 개선, Largest Contentful Paint","사용하지 않는 CSS 줄이기: 예상 절감 용량: 338KiB | Cumulative Layout Shift: 1 | 이미지 전송 개선: 예상 절감 용량: 2,169KiB"
67,2025. 12. 15 오후 11:32:38,https://seapuri.co.kr/shop/?idx=192,씨퓨리,상품상세,Mobile 4G,3,개선 필요,23.93,107.33,1949,24.13,52초,"네트워크 종속 항목 트리, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, Cumulative Layout Shift, 사용하지 않는 CSS 줄이기, Speed Index",Cumulative Layout Shift: 1 | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 332KiB | Speed Index: 24.1 초
68,2025. 12. 16 오전 10:33:27,https://www.google.com,Google,홈,Mobile 4G,67,보통,1.95,6.11,379,2.67,13초,"렌더링 차단 요청, Total Blocking Time, 최대 첫 입력 지연 예상 시간, 네트워크 종속 항목 트리, 사용하지 않는 CSS 줄이기",Total Blocking Time: 380 밀리초 | 최대 첫 입력 지연 예상 시간: 280 밀리초 | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 11KiB
69,2025. 12. 16 오전 10:33:27,https://www.naver.com,Naver,홈,Mobile 4G,52,보통,3.86,18.59,385,6.37,34초,"사용하지 않는 자바스크립트 줄이기, 기본 스레드 작업 최소화하기, LCP 분석, 네트워크 종속 항목 트리, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다",사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 782KiB | 기본 스레드 작업 최소화하기: 2.7 초
70,2025. 12. 16 오전 10:33:27,https://dr-piel.com/,닥터피엘,홈,Mobile 4G,5,개선 필요,17.85,35.93,1417,26.13,54초,"네트워크 종속 항목 트리, Largest Contentful Paint, 글꼴 표시, Cumulative Layout Shift, LCP 요청 탐색",Largest Contentful Paint: 35.9 초 | 글꼴 표시: 예상 절감 시간: 40밀리초 | Cumulative Layout Shift: 1
71,2025. 12. 16 오전 10:33:27,https://dr-piel.com/233,닥터피엘,상품목록,Mobile 4G,8,개선 필요,18.3,43.8,1063,22.6,41초,"효율적인 캐시 수명 사용, 자바스크립트 실행 시간 단축, 네트워크 페이로드가 커지지 않도록 관리하기, 글꼴 표시, First Contentful Paint","효율적인 캐시 수명 사용: 예상 절감 용량: 5,719KiB | 자바스크립트 실행 시간 단축: 3.4 초 | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 10,029KiB"
72,2025. 12. 16 오전 10:33:27,https://dr-piel.com/drpiel_total/?idx=190,닥터피엘,상품상세,Mobile 4G,10,개선 필요,23.18,88.43,883,41.69,49초,"Time to Interactive, 네트워크 페이로드가 커지지 않도록 관리하기, Cumulative Layout Shift, 사용하지 않는 자바스크립트 줄이기, 기본 스레드 작업 최소화하기","Time to Interactive: 114.6 초 | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 32,677KiB | Cumulative Layout Shift: 2"
73,2025. 12. 16 오전 10:33:27,https://ilenol.com/,아이레놀,홈,Mobile 4G,22,개선 필요,13.88,57.38,365,26.2,35초,"자바스크립트 실행 시간 단축, 최대 첫 입력 지연 예상 시간, 렌더링 차단 요청, 글꼴 표시, 대규모 레이아웃 변경 피하기","자바스크립트 실행 시간 단축: 2.3 초 | 최대 첫 입력 지연 예상 시간: 240 밀리초 | 렌더링 차단 요청: 예상 절감 시간: 13,790밀리초"
74,2025. 12. 16 오전 10:33:27,https://ilenol.com/allproduct,아이레놀,상품목록,Mobile 4G,27,개선 필요,13.58,37.5,213,14.62,32초,"Speed Index, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, 사용하지 않는 자바스크립트 줄이기, 대규모 레이아웃 변경 피하기, Largest Contentful Paint",Speed Index: 14.6 초 | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 867KiB | 대규모 레이아웃 변경 피하기: 레이아웃 변경 4건 발견
75,2025. 12. 16 오전 10:33:27,https://ilenol.com/137/?idx=1429,아이레놀,상품상세,Mobile 4G,1,개선 필요,14.48,98.17,4058,46.15,84초,"최대 첫 입력 지연 예상 시간, 대규모 레이아웃 변경 피하기, 이미지 전송 개선, 레거시 JavaScript, 네트워크 페이로드가 커지지 않도록 관리하기","최대 첫 입력 지연 예상 시간: 860 밀리초 | 대규모 레이아웃 변경 피하기: 레이아웃 변경 7건 발견 | 이미지 전송 개선: 예상 절감 용량: 1,551KiB"
76,2025. 12. 16 오전 10:33:27,https://nelna.shop,낼라삽,홈,Mobile 4G,33,개선 필요,8.66,54.26,898,18.73,52초,"효율적인 캐시 수명 사용, 네트워크 종속 항목 트리, 사용하지 않는 CSS 줄이기, 네트워크 페이로드가 커지지 않도록 관리하기, 이미지 전송 개선","효율적인 캐시 수명 사용: 예상 절감 용량: 52,100KiB | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 549KiB | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 54,296KiB"
77,2025. 12. 16 오전 10:33:27,https://nelna.shop/shop-all,낼라삽,상품목록,Mobile 4G,35,개선 필요,7.76,32.08,819,16.33,47초,"이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, 글꼴 표시, 효율적인 캐시 수명 사용, 이미지 전송 개선, 기본 스레드 작업 최소화하기","글꼴 표시: 예상 절감 시간: 90밀리초 | 효율적인 캐시 수명 사용: 예상 절감 용량: 17,226KiB | 이미지 전송 개선: 예상 절감 용량: 5,210KiB"
78,2025. 12. 16 오전 10:33:27,https://nelna.shop/shop-all/?idx=7417,낼라삽,상품상세,Mobile 4G,19,개선 필요,7.92,35.49,1255,18.71,44초,"Total Blocking Time, 사용하지 않는 자바스크립트 줄이기, First Contentful Paint, 네트워크 종속 항목 트리, 자바스크립트 줄이기","Total Blocking Time: 1,260 밀리초 | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 1,660KiB | First Contentful Paint: 7.9 초"
79,2025. 12. 16 오전 10:33:27,https://madamjoo.store,마담주,홈,Mobile 4G,8,개선 필요,6.9,177.68,1021,27.41,52초,"효율적인 캐시 수명 사용, CSS 축소하기, 강제 실행된 리플로우, Total Blocking Time, 레거시 JavaScript","효율적인 캐시 수명 사용: 예상 절감 용량: 50,994KiB | CSS 축소하기: 예상 절감 용량: 76KiB | Total Blocking Time: 1,020 밀리초"
80,2025. 12. 16 오전 10:33:27,https://madamjoo.store/291,마담주,상품목록,Mobile 4G,9,개선 필요,6.6,87.51,1714,20.16,55초,"Cumulative Layout Shift, 렌더링 차단 요청, 사용하지 않는 CSS 줄이기, 기본 스레드 작업 최소화하기, LCP 분석","Cumulative Layout Shift: 0.416 | 렌더링 차단 요청: 예상 절감 시간: 4,930밀리초 | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 547KiB"
81,2025. 12. 16 오전 10:33:27,https://madamjoo.store/299/?idx=5293,마담주,상품상세,Mobile 4G,30,개선 필요,6.9,40.35,1453,18.08,41초,"자바스크립트 실행 시간 단축, 네트워크 페이로드가 커지지 않도록 관리하기, First Contentful Paint, CSS 축소하기, Largest Contentful Paint","자바스크립트 실행 시간 단축: 4.0 초 | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 15,051KiB | First Contentful Paint: 6.9 초"
82,2025. 12. 16 오전 10:33:27,https://koreanssan.com/,대한민국농수산,홈,Mobile 4G,35,개선 필요,15.68,20.03,891,15.68,33초,"CSS 축소하기, Speed Index, 기본 스레드 작업 최소화하기, 효율적인 캐시 수명 사용, 사용하지 않는 CSS 줄이기",CSS 축소하기: 예상 절감 용량: 74KiB | Speed Index: 15.7 초 | 기본 스레드 작업 최소화하기: 5.7 초
83,2025. 12. 16 오전 10:45:42,https://koreanssan.com/market,대한민국농수산,상품목록,Mobile 4G,0,실패,-,-,-,-,139초,HTTP 500,다시 시도 필요
84,2025. 12. 16 오전 10:45:42,https://koreanssan.com/shop_view/?idx=395,대한민국농수산,상품상세,Mobile 4G,12,개선 필요,15.23,16.28,1822,15.95,51초,"강제 실행된 리플로우, Largest Contentful Paint, 대규모 레이아웃 변경 피하기, Time to Interactive, 레이아웃 변경 원인",Largest Contentful Paint: 16.3 초 | 대규모 레이아웃 변경 피하기: 레이아웃 변경 4건 발견 | Time to Interactive: 70.3 초
85,2025. 12. 16 오전 10:45:42,https://stenny.kr/,스테니,홈,Mobile 4G,31,개선 필요,7.58,31.96,1283,13.72,44초,"Total Blocking Time, 강제 실행된 리플로우, Speed Index, 자바스크립트 실행 시간 단축, 레거시 JavaScript","Total Blocking Time: 1,280 밀리초 | Speed Index: 13.7 초 | 자바스크립트 실행 시간 단축: 3.3 초"
86,2025. 12. 16 오전 10:45:42,https://stenny.kr/store,스테니,상품목록,Mobile 4G,45,개선 필요,9.68,32.03,426,13.46,33초,"렌더링 차단 요청, 자바스크립트 실행 시간 단축, 기본 스레드 작업 최소화하기, 효율적인 캐시 수명 사용, 강제 실행된 리플로우","렌더링 차단 요청: 예상 절감 시간: 9,110밀리초 | 자바스크립트 실행 시간 단축: 1.6 초 | 기본 스레드 작업 최소화하기: 3.8 초"
87,2025. 12. 16 오전 10:45:42,https://stenny.kr/shop_view/?idx=180,스테니,상품상세,Mobile 4G,36,개선 필요,8.25,41.25,809,18.3,43초,"사용하지 않는 CSS 줄이기, LCP 분석, 글꼴 표시, 효율적인 캐시 수명 사용, 강제 실행된 리플로우","사용하지 않는 CSS 줄이기: 예상 절감 용량: 448KiB | 글꼴 표시: 예상 절감 시간: 110밀리초 | 효율적인 캐시 수명 사용: 예상 절감 용량: 18,965KiB"
88,2025. 12. 16 오전 10:45:42,https://sleeplab.co.kr/,슬룸,홈,Mobile 4G,10,개선 필요,25.5,63.04,973,39.19,98초,"Total Blocking Time, Cumulative Layout Shift, 효율적인 캐시 수명 사용, 기본 스레드 작업 최소화하기, 최대 첫 입력 지연 예상 시간","Total Blocking Time: 970 밀리초 | Cumulative Layout Shift: 0.662 | 효율적인 캐시 수명 사용: 예상 절감 용량: 54,126KiB"
89,2025. 12. 16 오전 10:45:42,https://sleeplab.co.kr/all,슬룸,상품목록,Mobile 4G,34,개선 필요,21.38,64.14,939,22.3,38초,"기본 스레드 작업 최소화하기, 이미지 전송 개선, 최대 첫 입력 지연 예상 시간, Largest Contentful Paint, 자바스크립트 실행 시간 단축","기본 스레드 작업 최소화하기: 6.3 초 | 이미지 전송 개선: 예상 절감 용량: 3,537KiB | 최대 첫 입력 지연 예상 시간: 1,450 밀리초"
90,2025. 12. 16 오전 10:45:42,https://sleeplab.co.kr/all/?idx=63,슬룸,상품상세,Mobile 4G,25,개선 필요,13.65,70.95,3574,34.02,54초,"사용하지 않는 자바스크립트 줄이기, Speed Index, Time to Interactive, 기본 스레드 작업 최소화하기, 네트워크 종속 항목 트리","사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 3,135KiB | Speed Index: 34.0 초 | Time to Interactive: 80.7 초"
91,2025. 12. 16 오전 10:45:42,https://daybarrier.co.kr/,데이배리어,홈,Mobile 4G,7,개선 필요,20.7,61.41,1143,28.47,48초,"Largest Contentful Paint, 레이아웃 변경 원인, 이미지 전송 개선, 네트워크 페이로드가 커지지 않도록 관리하기, Total Blocking Time","Largest Contentful Paint: 61.4 초 | 이미지 전송 개선: 예상 절감 용량: 1,654KiB | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 15,653KiB"
92,2025. 12. 16 오전 10:45:42,https://daybarrier.co.kr/all,데이배리어,상품목록,Mobile 4G,7,개선 필요,8.7,50.56,1233,16.58,40초,"사용하지 않는 CSS 줄이기, 네트워크 페이로드가 커지지 않도록 관리하기, Speed Index, 레거시 JavaScript, LCP 분석","사용하지 않는 CSS 줄이기: 예상 절감 용량: 332KiB | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 12,020KiB | Speed Index: 16.6 초"
93,2025. 12. 16 오전 10:45:42,https://daybarrier.co.kr/shop/?idx=62,데이배리어,상품상세,Mobile 4G,10,개선 필요,21,138.99,928,26.49,43초,"레거시 JavaScript, 최대 첫 입력 지연 예상 시간, Total Blocking Time, Speed Index, Largest Contentful Paint",레거시 JavaScript: 예상 절감 용량: 73KiB | 최대 첫 입력 지연 예상 시간: 470 밀리초 | Total Blocking Time: 930 밀리초
94,2025. 12. 16 오전 10:45:42,https://kidzplan.kr/,키즈플랜,홈,Mobile 4G,54,보통,13.28,37.48,126,15.63,32초,"네트워크 종속 항목 트리, Time to Interactive, 기본 스레드 작업 최소화하기, 글꼴 표시, Largest Contentful Paint",Time to Interactive: 38.6 초 | 기본 스레드 작업 최소화하기: 3.6 초 | 글꼴 표시: 예상 절감 시간: 60밀리초
95,2025. 12. 16 오전 10:45:42,https://kidzplan.kr/15,키즈플랜,상품목록,Mobile 4G,49,개선 필요,9.08,30.27,268,10.61,35초,"Speed Index, First Contentful Paint, 글꼴 표시, 레거시 JavaScript, 네트워크 페이로드가 커지지 않도록 관리하기",Speed Index: 10.6 초 | First Contentful Paint: 9.1 초 | 글꼴 표시: 예상 절감 시간: 600밀리초
96,2025. 12. 16 오전 10:45:42,https://kidzplan.kr/15/?idx=1,키즈플랜,상품상세,Mobile 4G,32,개선 필요,26.48,50.85,1090,26.73,44초,"사용하지 않는 CSS 줄이기, 기본 스레드 작업 최소화하기, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, Largest Contentful Paint, 사용하지 않는 자바스크립트 줄이기",사용하지 않는 CSS 줄이기: 예상 절감 용량: 324KiB | 기본 스레드 작업 최소화하기: 6.8 초 | Largest Contentful Paint: 50.9 초
97,2025. 12. 16 오전 10:45:42,https://www.nuzam.co.kr/,누잠,홈,Mobile 4G,31,개선 필요,8.33,36.75,1219,21.05,44초,"최대 첫 입력 지연 예상 시간, Largest Contentful Paint, 효율적인 캐시 수명 사용, 이미지 전송 개선, 네트워크 종속 항목 트리","최대 첫 입력 지연 예상 시간: 470 밀리초 | Largest Contentful Paint: 36.8 초 | 효율적인 캐시 수명 사용: 예상 절감 용량: 5,855KiB"
98,2025. 12. 16 오전 10:59:49,https://www.nuzam.co.kr/online-shop,누잠,상품목록,Mobile 4G,21,개선 필요,7.88,32.48,2265,14.81,48초,"자바스크립트 실행 시간 단축, 대규모 레이아웃 변경 피하기, Cumulative Layout Shift, Speed Index, 자바스크립트 줄이기",자바스크립트 실행 시간 단축: 3.9 초 | 대규모 레이아웃 변경 피하기: 레이아웃 변경 15건 발견 | Cumulative Layout Shift: 0.148
99,2025. 12. 16 오전 10:59:49,https://www.nuzam.co.kr/shop_view/?idx=2526,누잠,상품상세,Mobile 4G,33,개선 필요,6.98,71.78,1019,29.96,42초,"네트워크 종속 항목 트리, 사용하지 않는 자바스크립트 줄이기, First Contentful Paint, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, Largest Contentful Paint","사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 2,991KiB | First Contentful Paint: 7.0 초 | Largest Contentful Paint: 71.8 초"
